SampleID	PyClonePhyloCluster	PhyloCCF
CRUK0062	22	R1:1.44;R2:0.01;R3:1.63;R4:1;R5:0.92;R6:0;R7:0.24
CRUK0062	3	R1:0.02;R2:0;R3:1.67;R4:0;R5:0;R6:0;R7:0
CRUK0062	11	R1:0.05;R2:0;R3:0.94;R4:0.98;R5:0.84;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.85;R4:0.01;R5:0;R6:0;R7:0
CRUK0062	27	R1:0.01;R2:0.13;R3:1.69;R4:0.95;R5:0.85;R6:0.17;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.88;R4:0;R5:0;R6:0;R7:0
CRUK0062	11	R1:0.42;R2:0.02;R3:0.86;R4:0.97;R5:1.27;R6:0;R7:0
CRUK0062	14	R1:0.01;R2:0;R3:1.56;R4:1;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0.02;R4:1.05;R5:0;R6:0;R7:0
CRUK0062	4	R1:1.23;R2:0.92;R3:1.16;R4:0.98;R5:1.07;R6:1.32;R7:1.04
CRUK0062	14	R1:1.16;R2:0.08;R3:0.85;R4:1;R5:0;R6:0;R7:0.14
CRUK0062	29	R1:1.62;R2:1.05;R3:0.08;R4:0.03;R5:0.06;R6:1.21;R7:1.42
CRUK0062	3	R1:0;R2:0;R3:0.85;R4:0;R5:0;R6:0;R7:0.1
CRUK0062	4	R1:1.05;R2:0.95;R3:0.86;R4:0.95;R5:0.98;R6:1.02;R7:0.8
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.76;R5:0;R6:0;R7:0
CRUK0062	31	R1:1.09;R2:1.04;R3:0.1;R4:0.01;R5:1.57;R6:0.71;R7:0.91
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.77;R5:0;R6:0;R7:0
CRUK0062	31	R1:0.98;R2:1.01;R3:0.04;R4:0.01;R5:0.59;R6:0.92;R7:0.98
CRUK0062	22	R1:1.64;R2:0.49;R3:0.85;R4:0.98;R5:0.78;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0.02;R4:0.99;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.97;R5:0;R6:0;R7:0
CRUK0062	19	R1:0.14;R2:0.62;R3:0.94;R4:0.89;R5:1.08;R6:0.98;R7:0.02
CRUK0062	8	R1:0;R2:0;R3:0;R4:1.06;R5:0;R6:0.07;R7:0
CRUK0062	13	R1:0;R2:0.5;R3:0;R4:0;R5:0.1;R6:0;R7:1.07
CRUK0062	3	R1:0;R2:0;R3:1.02;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.97;R5:0;R6:0;R7:0
CRUK0062	NA	NA
CRUK0062	33	R1:0.01;R2:0.02;R3:0;R4:0.91;R5:1;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:1.04;R5:0;R6:0.12;R7:0.18
CRUK0062	11	R1:0;R2:0;R3:0.83;R4:1.04;R5:1;R6:0.09;R7:0
CRUK0062	36	R1:0.9;R2:1.1;R3:0.08;R4:0.97;R5:1.27;R6:0.24;R7:0.74
CRUK0062	3	R1:0;R2:0;R3:0.81;R4:0;R5:0;R6:0;R7:0
CRUK0062	27	R1:0.69;R2:0;R3:0.82;R4:0.93;R5:1;R6:0;R7:0
CRUK0062	29	R1:1.03;R2:1.14;R3:0.45;R4:0;R5:0.1;R6:0.82;R7:0.82
CRUK0062	20	R1:0.36;R2:0.07;R3:0.96;R4:0.96;R5:1.1;R6:0.95;R7:0.04
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.99;R5:0;R6:0;R7:0.1
CRUK0062	8	R1:0;R2:0;R3:0.01;R4:1.02;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0.27;R4:0.97;R5:0;R6:0;R7:0.61
CRUK0062	11	R1:0.07;R2:0;R3:0.82;R4:0.99;R5:1.03;R6:0.06;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.99;R5:0;R6:0;R7:0
CRUK0062	10	R1:0.73;R2:0.85;R3:0;R4:0;R5:0;R6:1.15;R7:1.03
CRUK0062	3	R1:0;R2:0;R3:1.03;R4:0;R5:0;R6:0;R7:0.29
CRUK0062	NA	NA
CRUK0062	11	R1:0.01;R2:0;R3:1.07;R4:0.91;R5:0.91;R6:0;R7:0.01
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.91;R5:0;R6:0;R7:0
CRUK0062	10	R1:1.03;R2:1.18;R3:0.19;R4:0;R5:0.41;R6:0.93;R7:0.97
CRUK0062	10	R1:1.04;R2:1.01;R3:0.07;R4:0.01;R5:0.03;R6:1.01;R7:0.85
CRUK0062	39	R1:0.09;R2:0.51;R3:0.98;R4:0.96;R5:1;R6:0.45;R7:0.96
CRUK0062	NA	NA
CRUK0062	25	R1:0.42;R2:0.68;R3:1.04;R4:0.96;R5:0.97;R6:0.89;R7:0
CRUK0062	34	R1:0.98;R2:1;R3:0.22;R4:0.89;R5:0.87;R6:0.97;R7:1.06
CRUK0062	27	R1:0.14;R2:0;R3:1.15;R4:0.92;R5:1.33;R6:0;R7:0
CRUK0062	8	R1:0;R2:0.59;R3:0;R4:1.03;R5:0;R6:0;R7:0
CRUK0062	16	R1:1.23;R2:0.94;R3:0.05;R4:0.01;R5:1.48;R6:0;R7:1.11
CRUK0062	2	R1:0.73;R2:1.07;R3:0.18;R4:0;R5:0;R6:0;R7:0
CRUK0062	26	R1:0.98;R2:1;R3:1.44;R4:0.94;R5:0.82;R6:1.15;R7:0
CRUK0062	27	R1:0.15;R2:0;R3:1.14;R4:0.9;R5:1.01;R6:0;R7:0
CRUK0062	4	R1:1.13;R2:1.5;R3:1.36;R4:0.97;R5:1.29;R6:0.88;R7:0.97
CRUK0062	2	R1:1.36;R2:0.29;R3:0;R4:0;R5:0;R6:0.12;R7:0.09
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.92;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:1.22;R4:0;R5:0;R6:0;R7:0.11
CRUK0062	4	R1:1.08;R2:1.01;R3:0.37;R4:1.33;R5:0.33;R6:1.04;R7:1.15
CRUK0062	36	R1:1.14;R2:0.94;R3:0.04;R4:1;R5:0.98;R6:0.03;R7:0.84
CRUK0062	4	R1:1;R2:1;R3:1.02;R4:1.05;R5:0.89;R6:0.96;R7:0.74
CRUK0062	10	R1:0.84;R2:1.05;R3:0.27;R4:0.35;R5:0.12;R6:0.99;R7:0.94
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.89;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.7;R2:1.05;R3:0.12;R4:0;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.75;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.99;R5:0;R6:0;R7:0
CRUK0062	NA	NA
CRUK0062	14	R1:0.36;R2:0;R3:0.72;R4:0.95;R5:0;R6:0;R7:0
CRUK0062	21	R1:0;R2:0;R3:1.35;R4:0;R5:1.19;R6:0;R7:0
CRUK0062	26	R1:1.01;R2:1.2;R3:0.99;R4:0.85;R5:0.85;R6:1.18;R7:0.03
CRUK0062	4	R1:1.04;R2:0.99;R3:0.85;R4:0.43;R5:1.02;R6:0.82;R7:0.87
CRUK0062	4	R1:0.98;R2:1.02;R3:1.06;R4:0.99;R5:1;R6:1.07;R7:0.92
CRUK0062	8	R1:0.03;R2:0.03;R3:0;R4:0.95;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0.01;R3:1;R4:0;R5:0;R6:0.02;R7:0
CRUK0062	33	R1:0.23;R2:0.08;R3:0;R4:1.09;R5:0.89;R6:0.63;R7:0
CRUK0062	27	R1:0.08;R2:0.01;R3:1.02;R4:0.87;R5:1.21;R6:0;R7:0.09
CRUK0062	NA	NA
CRUK0062	10	R1:0.95;R2:0.94;R3:0.2;R4:0;R5:0;R6:1.11;R7:0.66
CRUK0062	8	R1:0;R2:0.01;R3:0;R4:0.9;R5:0;R6:0.02;R7:0.2
CRUK0062	8	R1:0;R2:0.01;R3:0;R4:0.86;R5:0;R6:0;R7:0.01
CRUK0062	2	R1:1.36;R2:0.78;R3:0.35;R4:0;R5:0.87;R6:0;R7:0
CRUK0062	11	R1:0;R2:0;R3:0.95;R4:1.1;R5:0.95;R6:0;R7:0
CRUK0062	16	R1:1.11;R2:1.23;R3:0.03;R4:0;R5:0;R6:0;R7:0.44
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.94;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.92;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.57;R2:0.91;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.95;R5:0;R6:0;R7:0
CRUK0062	4	R1:1;R2:1.36;R3:1.09;R4:1.09;R5:0.98;R6:1.09;R7:1.2
CRUK0062	8	R1:0;R2:0.41;R3:0.01;R4:0.87;R5:0.01;R6:0;R7:0
CRUK0062	8	R1:1.49;R2:0;R3:0;R4:0.95;R5:0.02;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.62;R5:0;R6:0.23;R7:0
CRUK0062	24	R1:0.85;R2:0.9;R3:1.14;R4:0.01;R5:0.48;R6:0.97;R7:0.97
CRUK0062	8	R1:0.63;R2:0;R3:0;R4:0.92;R5:0;R6:0;R7:0.02
CRUK0062	3	R1:0;R2:0;R3:0.91;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0.14;R2:0;R3:0;R4:0.91;R5:0;R6:0;R7:0
CRUK0062	14	R1:0.32;R2:0.01;R3:0.91;R4:0.97;R5:0.01;R6:0;R7:0.01
CRUK0062	3	R1:0;R2:0;R3:1.1;R4:0;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.99;R4:0;R5:0;R6:0;R7:0
CRUK0062	10	R1:1;R2:0.99;R3:0.27;R4:0.02;R5:0.05;R6:1.01;R7:0.76
CRUK0062	32	R1:1.01;R2:0.89;R3:1.35;R4:0.01;R5:0.05;R6:0.97;R7:0.94
CRUK0062	33	R1:0.1;R2:0;R3:0;R4:0.91;R5:0.91;R6:0;R7:1.01
CRUK0062	3	R1:0;R2:0;R3:0.91;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0.26;R2:0;R3:0;R4:0.88;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0.01;R3:0;R4:0;R5:0.09;R6:0;R7:0.94
CRUK0062	4	R1:1.13;R2:1.08;R3:0.98;R4:1.14;R5:0.96;R6:1.14;R7:1.01
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.84;R5:0.33;R6:0;R7:0.01
CRUK0062	10	R1:1.1;R2:0.99;R3:0.05;R4:0;R5:0.05;R6:1.17;R7:0.89
CRUK0062	10	R1:0.96;R2:1.03;R3:0.11;R4:0.04;R5:0.36;R6:1.15;R7:0.98
CRUK0062	20	R1:1.22;R2:0.08;R3:0.83;R4:1.03;R5:1.47;R6:0.95;R7:0.31
CRUK0062	5	R1:0;R2:0.01;R3:0;R4:0;R5:0.04;R6:0;R7:1.77
CRUK0062	42	R1:0.68;R2:0.92;R3:0.03;R4:0.01;R5:0.06;R6:0;R7:0.97
CRUK0062	26	R1:1.76;R2:0.79;R3:0.78;R4:0.94;R5:1.06;R6:1.05;R7:0.01
CRUK0062	23	R1:0.99;R2:0.99;R3:0.16;R4:0.01;R5:0.53;R6:0.99;R7:0.99
CRUK0062	16	R1:1.04;R2:0.74;R3:0.03;R4:0;R5:0;R6:0;R7:0.74
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.85;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.77;R2:1.06;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.95;R4:0;R5:0;R6:0;R7:0
CRUK0062	10	R1:0.79;R2:1.1;R3:0.72;R4:0.04;R5:0.13;R6:0.91;R7:1.03
CRUK0062	10	R1:1.05;R2:0.99;R3:0.45;R4:0.01;R5:0;R6:0.82;R7:0.76
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.99;R5:0;R6:0;R7:0
CRUK0062	31	R1:1.02;R2:0.83;R3:0.07;R4:0.01;R5:1.25;R6:0.82;R7:0.93
CRUK0062	NA	NA
CRUK0062	2	R1:0.96;R2:0.99;R3:0.03;R4:0.01;R5:0;R6:0.06;R7:0
CRUK0062	6	R1:0;R2:0;R3:0;R4:0;R5:1.06;R6:0;R7:0
CRUK0062	3	R1:0;R2:0.01;R3:0.87;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.79;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.83;R5:0.03;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.7;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.8;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0.01;R3:0;R4:0.91;R5:0;R6:0;R7:0
CRUK0062	8	R1:0.03;R2:0.35;R3:0;R4:0.72;R5:0;R6:0.01;R7:0
CRUK0062	8	R1:0;R2:0.17;R3:0.06;R4:0.93;R5:0;R6:0;R7:0.01
CRUK0062	8	R1:0;R2:0;R3:0;R4:1;R5:0;R6:0;R7:0
CRUK0062	10	R1:1.06;R2:1.03;R3:0.16;R4:0.02;R5:0;R6:1.06;R7:0.96
CRUK0062	6	R1:0;R2:0.36;R3:0;R4:0.02;R5:0.89;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.99;R4:0;R5:0;R6:0;R7:0
CRUK0062	10	R1:1.02;R2:1.06;R3:0.22;R4:0.01;R5:0;R6:0.92;R7:1.04
CRUK0062	29	R1:0.86;R2:1.09;R3:0.38;R4:0;R5:0;R6:0.71;R7:0.82
CRUK0062	15	R1:0;R2:1.06;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.91;R5:0;R6:0;R7:0
CRUK0062	32	R1:1.16;R2:1.33;R3:1.56;R4:0.03;R5:0.09;R6:0.94;R7:1
CRUK0062	8	R1:0.25;R2:0;R3:0;R4:0.95;R5:0;R6:0;R7:0
CRUK0062	17	R1:0.98;R2:0.99;R3:0.05;R4:0.01;R5:0;R6:0.65;R7:0
CRUK0062	16	R1:0.94;R2:1.08;R3:0.14;R4:0;R5:0;R6:0;R7:0.95
CRUK0062	10	R1:0.96;R2:0.62;R3:0.02;R4:0;R5:0;R6:0.61;R7:1.27
CRUK0062	17	R1:1.06;R2:1;R3:0.05;R4:0.01;R5:0.01;R6:0.56;R7:0
CRUK0062	NA	NA
CRUK0062	28	R1:1.08;R2:0.98;R3:0.96;R4:0.64;R5:0.29;R6:1.01;R7:1.22
CRUK0062	3	R1:0;R2:0;R3:1.03;R4:0;R5:0;R6:0;R7:0
CRUK0062	3	R1:0.23;R2:0;R3:0.97;R4:0;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.76;R4:0.01;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.67;R4:0;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0.09;R3:0.81;R4:0.01;R5:0;R6:0;R7:0.01
CRUK0062	10	R1:0.82;R2:1.36;R3:0.24;R4:0.02;R5:0.08;R6:0.27;R7:0.93
CRUK0062	2	R1:0.88;R2:1.13;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0;R6:0;R7:1.21
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.74;R5:0;R6:0;R7:0
CRUK0062	21	R1:0;R2:0;R3:0.76;R4:0;R5:1.03;R6:0;R7:0
CRUK0062	NA	NA
CRUK0062	2	R1:0.97;R2:1.11;R3:0.01;R4:0;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0.01;R5:0.02;R6:0;R7:1.12
CRUK0062	3	R1:0;R2:0;R3:1.08;R4:0.01;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.68;R2:1.25;R3:0.03;R4:0;R5:0;R6:0;R7:0
CRUK0062	NA	NA
CRUK0062	2	R1:0.64;R2:0.93;R3:0;R4:0.01;R5:0.34;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.32;R6:0;R7:1.17
CRUK0062	6	R1:0;R2:0;R3:0;R4:0;R5:1.36;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.02;R6:0;R7:1.07
CRUK0062	NA	NA
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.67;R5:0;R6:0;R7:0
CRUK0062	6	R1:0;R2:0.01;R3:0;R4:0.01;R5:1.13;R6:0.27;R7:0.01
CRUK0062	11	R1:0.19;R2:0;R3:0.97;R4:0.74;R5:0.93;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.91;R5:0;R6:0;R7:0
CRUK0062	6	R1:0;R2:0.35;R3:0;R4:0;R5:1.03;R6:0;R7:0
CRUK0062	10	R1:1.11;R2:1.26;R3:0.09;R4:0;R5:0.44;R6:0.86;R7:1.07
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.36;R6:0.17;R7:1.11
CRUK0062	13	R1:0;R2:1.38;R3:0;R4:0;R5:0.22;R6:0;R7:1.02
CRUK0062	25	R1:0.86;R2:0.91;R3:0.77;R4:0.75;R5:0.89;R6:1.24;R7:0.07
CRUK0062	28	R1:0.97;R2:1.01;R3:0.68;R4:0.65;R5:0.19;R6:1.06;R7:0.88
CRUK0062	11	R1:0;R2:0;R3:0.95;R4:0.64;R5:0.97;R6:0;R7:0
CRUK0062	2	R1:0.84;R2:1.03;R3:0.02;R4:0;R5:0.08;R6:0;R7:0
CRUK0062	2	R1:0.72;R2:1.26;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.89;R2:1.01;R3:0.01;R4:0;R5:0;R6:0;R7:0
CRUK0062	13	R1:0;R2:0.37;R3:0;R4:0.01;R5:0;R6:0;R7:1.11
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0;R6:0;R7:1.01
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.01;R6:0.36;R7:1.12
CRUK0062	3	R1:0;R2:0;R3:1.06;R4:0;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.76;R2:1.01;R3:0.02;R4:0;R5:0;R6:0.05;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.76;R4:0;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0;R6:0;R7:1.2
CRUK0062	6	R1:0;R2:0.01;R3:0;R4:0.01;R5:1.02;R6:0.03;R7:0
CRUK0062	10	R1:0.98;R2:0.97;R3:0.1;R4:0.01;R5:0.25;R6:0.72;R7:1.04
CRUK0062	13	R1:0;R2:0.55;R3:0;R4:0;R5:0;R6:0;R7:1.29
CRUK0062	11	R1:0.74;R2:0;R3:1.07;R4:0.52;R5:0.91;R6:0;R7:0
CRUK0062	2	R1:0.78;R2:0.96;R3:0.03;R4:0;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.73;R4:0;R5:0;R6:0;R7:0
CRUK0062	11	R1:0;R2:0;R3:0.94;R4:0.93;R5:1.02;R6:0;R7:0
CRUK0062	3	R1:1.54;R2:0;R3:0.47;R4:0;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.9;R2:0.97;R3:0;R4:0;R5:0.04;R6:0;R7:0
CRUK0062	6	R1:0.49;R2:0.41;R3:0.01;R4:0;R5:1.25;R6:0;R7:0
CRUK0062	2	R1:1.1;R2:1;R3:0.09;R4:0.01;R5:0;R6:0;R7:0.08
CRUK0062	6	R1:0;R2:0.89;R3:0;R4:0;R5:0.98;R6:0;R7:0.92
CRUK0062	3	R1:0.01;R2:0;R3:0.99;R4:0;R5:0;R6:0;R7:0.2
CRUK0062	3	R1:0;R2:0;R3:0.95;R4:0.01;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.78;R2:1.02;R3:0.02;R4:0;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0;R6:0;R7:1.05
CRUK0062	2	R1:0.83;R2:1.02;R3:1.08;R4:0;R5:0;R6:0;R7:0
CRUK0062	21	R1:0;R2:0.63;R3:0.63;R4:0.01;R5:1.02;R6:1.7;R7:0
CRUK0062	6	R1:0;R2:0;R3:0;R4:0;R5:0.92;R6:0;R7:0
CRUK0062	16	R1:0.95;R2:0.96;R3:0.04;R4:0.01;R5:0.06;R6:0.02;R7:0.99
CRUK0062	2	R1:0.98;R2:0.98;R3:0.05;R4:0.89;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0.01;R3:0;R4:0;R5:0.06;R6:0;R7:0.96
CRUK0062	2	R1:0.96;R2:1.07;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	16	R1:0.97;R2:0.98;R3:0.06;R4:0;R5:0;R6:0;R7:0.72
CRUK0062	2	R1:0.58;R2:0.78;R3:0.02;R4:0;R5:0;R6:0;R7:0
CRUK0062	NA	NA
CRUK0062	2	R1:0.8;R2:1.11;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0;R6:0;R7:1.33
CRUK0062	39	R1:0.02;R2:0.1;R3:1.09;R4:1.39;R5:0.95;R6:0.09;R7:1.18
CRUK0062	23	R1:1.13;R2:1.08;R3:0.13;R4:0;R5:1.25;R6:1.23;R7:0.74
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.58;R6:0;R7:1.04
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.05;R6:0;R7:1.17
CRUK0062	2	R1:1.03;R2:0.99;R3:0.05;R4:0;R5:0;R6:0;R7:0
CRUK0062	20	R1:0.52;R2:0;R3:0.98;R4:1.37;R5:1.22;R6:0.4;R7:0
CRUK0062	2	R1:0.96;R2:0.97;R3:0;R4:0;R5:0;R6:0;R7:0.01
CRUK0062	5	R1:0.27;R2:0;R3:0;R4:0;R5:0;R6:0;R7:1.01
CRUK0062	3	R1:0;R2:0;R3:0.63;R4:0.01;R5:0;R6:0;R7:0.24
CRUK0062	6	R1:0;R2:0;R3:0;R4:0;R5:0.91;R6:0;R7:0
CRUK0062	5	R1:0.17;R2:0;R3:0;R4:0;R5:0;R6:0.02;R7:1
CRUK0062	8	R1:0;R2:0.01;R3:0;R4:1.74;R5:0;R6:0;R7:0
CRUK0062	NA	NA
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0;R6:0;R7:1.15
CRUK0062	3	R1:0;R2:0;R3:0.5;R4:0;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.87;R4:0;R5:0.09;R6:0;R7:0
CRUK0062	10	R1:1.11;R2:1.04;R3:0.08;R4:0.13;R5:0.04;R6:0.91;R7:1.38
CRUK0062	5	R1:0;R2:0;R3:0;R4:0.01;R5:0.67;R6:0;R7:0.98
CRUK0062	5	R1:0;R2:0.07;R3:0;R4:0;R5:0.06;R6:0;R7:0.98
CRUK0062	3	R1:0;R2:0;R3:0.94;R4:0;R5:0;R6:0.03;R7:0
CRUK0062	2	R1:0.58;R2:0.96;R3:0.05;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.71;R5:0;R6:0;R7:0
CRUK0062	17	R1:1.17;R2:1.01;R3:0;R4:0;R5:0;R6:0.96;R7:0
CRUK0062	10	R1:0.98;R2:0.9;R3:0.15;R4:0.02;R5:0.01;R6:1.06;R7:1.3
CRUK0062	2	R1:1.01;R2:1.12;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	2	R1:1.05;R2:0.93;R3:0.16;R4:0;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0;R6:0;R7:1.02
CRUK0062	3	R1:0;R2:0;R3:0.84;R4:0;R5:0;R6:0;R7:0
CRUK0062	2	R1:1.01;R2:0.88;R3:0.64;R4:0.01;R5:0;R6:0;R7:0
CRUK0062	6	R1:0;R2:0;R3:0;R4:0;R5:1.17;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.2;R6:0;R7:0.96
CRUK0062	17	R1:0.86;R2:0.86;R3:0;R4:0.02;R5:0;R6:0.24;R7:0
CRUK0062	5	R1:0;R2:0.01;R3:0;R4:0;R5:0.18;R6:0.01;R7:0.92
CRUK0062	17	R1:0.5;R2:0.93;R3:0;R4:0;R5:0;R6:1.52;R7:0
CRUK0062	NA	NA
CRUK0062	13	R1:0;R2:1.16;R3:0;R4:0;R5:0;R6:0;R7:0.96
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0;R6:0;R7:0.92
CRUK0062	17	R1:1.08;R2:0.95;R3:0;R4:0.02;R5:0;R6:0.87;R7:0
CRUK0062	10	R1:0.96;R2:0.98;R3:0.1;R4:0.03;R5:0.08;R6:1;R7:0.92
CRUK0062	2	R1:0.69;R2:0.86;R3:0.71;R4:0;R5:0;R6:0;R7:0
CRUK0062	2	R1:1.31;R2:0.72;R3:0.02;R4:0;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0.01;R3:0.01;R4:0;R5:0.02;R6:0.06;R7:0.91
CRUK0062	10	R1:1.03;R2:1.02;R3:0.22;R4:0;R5:0.23;R6:0.74;R7:0.91
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.05;R6:0;R7:0.95
CRUK0062	19	R1:0;R2:1.41;R3:0.82;R4:0.97;R5:0.88;R6:0.96;R7:0.03
CRUK0062	8	R1:0;R2:0;R3:0;R4:0.74;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.88;R2:0.89;R3:1.05;R4:0;R5:0;R6:0;R7:0
CRUK0062	13	R1:0;R2:1.09;R3:0;R4:0;R5:0;R6:0;R7:0.89
CRUK0062	2	R1:1.04;R2:1.01;R3:0.18;R4:0.31;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.8;R2:1.01;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	8	R1:0;R2:0.01;R3:0;R4:0.73;R5:0;R6:0;R7:0
CRUK0062	3	R1:0;R2:0;R3:0.44;R4:0;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.83;R2:1.03;R3:0;R4:0;R5:0.85;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.09;R6:0;R7:1.17
CRUK0062	24	R1:1;R2:0.97;R3:0.8;R4:0;R5:0.71;R6:0.86;R7:0.63
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.25;R6:0;R7:1.12
CRUK0062	12	R1:1.03;R2:0;R3:0;R4:0;R5:0;R6:0.48;R7:0
CRUK0062	2	R1:0.78;R2:0.86;R3:0.35;R4:0.01;R5:0.36;R6:0;R7:0
CRUK0062	2	R1:1.33;R2:0.85;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	2	R1:0.76;R2:0.97;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	6	R1:0.37;R2:0;R3:0;R4:0;R5:0.92;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0.01;R5:0.02;R6:0;R7:0.87
CRUK0062	2	R1:0.9;R2:0.96;R3:0;R4:0;R5:0;R6:0;R7:0
CRUK0062	5	R1:0;R2:0;R3:0;R4:0;R5:0.01;R6:0;R7:1
